medal_date,medal_type,name,gender,country,discipline,event
27-07-2024,Bronze Medal,CONTE BONIN Paolo,Male,Italy,Swimming,Men's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,FRIGO Manuel,Male,Italy,Swimming,Men's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,CECCON Thomas,Male,Italy,Swimming,Men's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,MIRESSI Alessandro,Male,Italy,Swimming,Men's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,WUNSCH Olivia,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,CAMPBELL Bronte,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,HARRIS Meg,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,McKEON Emma,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,JACK Shayna,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Gold Medal,O'CALLAGHAN Mollie,Female,Australia,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,WEITZEIL Abbey,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,MANUEL Simone,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,CONNOLLY Erika,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,DOUGLASS Kate,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,HUSKE Torri,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Silver Medal,WALSH Gretchen,Female,United States,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,CHENG Yujie,Female,China,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,WU Qingfeng,Female,China,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,YU Yiting,Female,China,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,YANG Junxuan,Female,China,Swimming,Women's 4 x 100m Freestyle Relay
27-07-2024,Bronze Medal,ZHANG Yufei,Female,China,Swimming,Women's 4 x 100m Freestyle Relay
28-07-2024,Gold Medal,JEON Hunyoung,Female,Korea,Archery,Women's Team
28-07-2024,Gold Medal,LIM Sihyeon,Female,Korea,Archery,Women's Team
28-07-2024,Gold Medal,NAM Suhyeon,Female,Korea,Archery,Women's Team
28-07-2024,Silver Medal,AN Qixuan,Female,China,Archery,Women's Team
28-07-2024,Silver Medal,LI Jiaman,Female,China,Archery,Women's Team
28-07-2024,Silver Medal,YANG Xiaolei,Female,China,Archery,Women's Team
28-07-2024,Bronze Medal,RUIZ Angela,Female,Mexico,Archery,Women's Team
28-07-2024,Bronze Medal,VALENCIA Alejandra,Female,Mexico,Archery,Women's Team
28-07-2024,Bronze Medal,VAZQUEZ Ana,Female,Mexico,Archery,Women's Team
29-07-2024,Gold Medal,KIM Je Deok,Male,Korea,Archery,Men's Team
29-07-2024,Gold Medal,KIM Woojin,Male,Korea,Archery,Men's Team
29-07-2024,Gold Medal,LEE Wooseok,Male,Korea,Archery,Men's Team
29-07-2024,Silver Medal,ADDIS Baptiste,Male,France,Archery,Men's Team
29-07-2024,Silver Medal,CHIRAULT Thomas,Male,France,Archery,Men's Team
29-07-2024,Silver Medal,VALLADONT Jean-Charles,Male,France,Archery,Men's Team
29-07-2024,Bronze Medal,GAZOZ Mete,Male,Türkiye,Archery,Men's Team
29-07-2024,Bronze Medal,TUMER Berkim,Male,Türkiye,Archery,Men's Team
29-07-2024,Bronze Medal,YILDIRMIS Abdullah,Male,Türkiye,Archery,Men's Team
29-07-2024,Gold Medal,HASHIMOTO Daiki,Male,Japan,Artistic Gymnastics,Men's Team
29-07-2024,Gold Medal,KAYA Kazuma,Male,Japan,Artistic Gymnastics,Men's Team
29-07-2024,Gold Medal,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Men's Team
29-07-2024,Gold Medal,SUGINO Takaaki,Male,Japan,Artistic Gymnastics,Men's Team
29-07-2024,Gold Medal,TANIGAWA Wataru,Male,Japan,Artistic Gymnastics,Men's Team
29-07-2024,Silver Medal,LIU Yang,Male,China,Artistic Gymnastics,Men's Team
29-07-2024,Silver Medal,SU Weide,Male,China,Artistic Gymnastics,Men's Team
29-07-2024,Silver Medal,XIAO Ruoteng,Male,China,Artistic Gymnastics,Men's Team
29-07-2024,Silver Medal,ZHANG Boheng,Male,China,Artistic Gymnastics,Men's Team
29-07-2024,Silver Medal,ZOU Jingyuan,Male,China,Artistic Gymnastics,Men's Team
29-07-2024,Bronze Medal,HONG Asher,Male,United States,Artistic Gymnastics,Men's Team
29-07-2024,Bronze Medal,JUDA Paul,Male,United States,Artistic Gymnastics,Men's Team
29-07-2024,Bronze Medal,MALONE Brody,Male,United States,Artistic Gymnastics,Men's Team
29-07-2024,Bronze Medal,NEDOROSCIK Stephen,Male,United States,Artistic Gymnastics,Men's Team
29-07-2024,Bronze Medal,RICHARD Frederick,Male,United States,Artistic Gymnastics,Men's Team
29-07-2024,Gold Medal,LIAN Junjie,Male,China,Diving,Men's Synchronised 10m Platform
29-07-2024,Gold Medal,YANG Hao,Male,China,Diving,Men's Synchronised 10m Platform
29-07-2024,Silver Medal,DALEY Thomas,Male,Great Britain,Diving,Men's Synchronised 10m Platform
29-07-2024,Silver Medal,WILLIAMS Noah,Male,Great Britain,Diving,Men's Synchronised 10m Platform
29-07-2024,Bronze Medal,WIENS Rylan,Male,Canada,Diving,Men's Synchronised 10m Platform
29-07-2024,Bronze Medal,ZSOMBOR-MURRAY Nathan,Male,Canada,Diving,Men's Synchronised 10m Platform
29-07-2024,Gold Medal,McEWEN Tom,Male,Great Britain,Equestrian,Eventing Team
29-07-2024,Gold Medal,COLLETT Laura,Female,Great Britain,Equestrian,Eventing Team
29-07-2024,Gold Medal,CANTER Rosalind,Female,Great Britain,Equestrian,Eventing Team
29-07-2024,Gold Medal,INGHAM Yasmin,Female,Great Britain,Equestrian,Eventing Team
29-07-2024,Silver Medal,LAGHOUAG Karim Florent,Male,France,Equestrian,Eventing Team
29-07-2024,Silver Medal,LANDOIS Stephane,Male,France,Equestrian,Eventing Team
29-07-2024,Silver Medal,TOUZAINT Nicolas,Male,France,Equestrian,Eventing Team
29-07-2024,Silver Medal,le COZ Gireg,Male,France,Equestrian,Eventing Team
29-07-2024,Bronze Medal,KITAJIMA Ryuzo,Male,Japan,Equestrian,Eventing Team
29-07-2024,Bronze Medal,OIWA Yoshiaki,Male,Japan,Equestrian,Eventing Team
29-07-2024,Bronze Medal,TOMOTO Kazuma,Male,Japan,Equestrian,Eventing Team
29-07-2024,Bronze Medal,TANAKA Toshiyuki,Male,Japan,Equestrian,Eventing Team
30-07-2024,Gold Medal,BILES Simone,Female,United States,Artistic Gymnastics,Women's Team
30-07-2024,Gold Medal,CAREY Jade,Female,United States,Artistic Gymnastics,Women's Team
30-07-2024,Gold Medal,CHILES Jordan,Female,United States,Artistic Gymnastics,Women's Team
30-07-2024,Gold Medal,LEE Sunisa,Female,United States,Artistic Gymnastics,Women's Team
30-07-2024,Gold Medal,RIVERA Hezly,Female,United States,Artistic Gymnastics,Women's Team
30-07-2024,Silver Medal,ANDREOLI Angela,Female,Italy,Artistic Gymnastics,Women's Team
30-07-2024,Silver Medal,D'AMATO Alice,Female,Italy,Artistic Gymnastics,Women's Team
30-07-2024,Silver Medal,ESPOSITO Manila,Female,Italy,Artistic Gymnastics,Women's Team
30-07-2024,Silver Medal,IORIO Elisa,Female,Italy,Artistic Gymnastics,Women's Team
30-07-2024,Silver Medal,VILLA Giorgia,Female,Italy,Artistic Gymnastics,Women's Team
30-07-2024,Bronze Medal,ANDRADE Rebeca,Female,Brazil,Artistic Gymnastics,Women's Team
30-07-2024,Bronze Medal,BARBOSA Jade,Female,Brazil,Artistic Gymnastics,Women's Team
30-07-2024,Bronze Medal,OLIVEIRA Lorrane,Female,Brazil,Artistic Gymnastics,Women's Team
30-07-2024,Bronze Medal,SARAIVA Flavia,Female,Brazil,Artistic Gymnastics,Women's Team
30-07-2024,Bronze Medal,SOARES Julia,Female,Brazil,Artistic Gymnastics,Women's Team
30-07-2024,Gold Medal,FIAMINGO Rossella,Female,Italy,Fencing,Women's Épée Team
30-07-2024,Gold Medal,RIZZI Giulia,Female,Italy,Fencing,Women's Épée Team
30-07-2024,Gold Medal,SANTUCCIO Alberta,Female,Italy,Fencing,Women's Épée Team
30-07-2024,Gold Medal,NAVARRIA Mara,Female,Italy,Fencing,Women's Épée Team
30-07-2024,Silver Medal,VITALIS Coraline,Female,France,Fencing,Women's Épée Team
30-07-2024,Silver Medal,MALLO-BRETON Auriane,Female,France,Fencing,Women's Épée Team
30-07-2024,Silver Medal,CANDASSAMY Marie-Florence,Female,France,Fencing,Women's Épée Team
30-07-2024,Silver Medal,LOUIS-MARIE Alexandra,Female,France,Fencing,Women's Épée Team
30-07-2024,Bronze Medal,KNAPIK-MIAZGA Renata,Female,Poland,Fencing,Women's Épée Team
30-07-2024,Bronze Medal,SWATOWSKA-WENGLARCZYK Martyna,Female,Poland,Fencing,Women's Épée Team
30-07-2024,Bronze Medal,KLASIK Alicja,Female,Poland,Fencing,Women's Épée Team
30-07-2024,Bronze Medal,JARECKA Aleksandra,Female,Poland,Fencing,Women's Épée Team
30-07-2024,Gold Medal,POURI-LANE Risi,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,MILLER Jorja,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,WAAKA Stacey,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,NUKU Manaia,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,HIRINI Sarah,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,BLYDE Michaela,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,KING Tyla,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,PAUL Mahina,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,FELIX-HOTHAM Jazmin,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,SETEFANO Theresa,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,WOODMAN-WICKLIFFE Portia,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Gold Medal,SAILI Alena,Female,New Zealand,Rugby Sevens,Women
30-07-2024,Silver Medal,CROSSLEY Caroline,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,APPS Olivia,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,CORRIGAN Alysha,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,HOGAN-ROCHESTER Asia,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,DANIELS Chloe,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,WILLIAMS Charity,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,SYMONDS Florence,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,NORSTEN Carissa,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,SCURFIELD Krissy,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,BERMUDEZ Fancy,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,LOGAN Piper,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,WARDLEY Keyara,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,PERRY Taylor,Female,Canada,Rugby Sevens,Women
30-07-2024,Silver Medal,VALENZUELA Shalaya,Female,Canada,Rugby Sevens,Women
30-07-2024,Bronze Medal,RAMSEY Ariana,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,MAHER Ilona,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,CANETT Kayla,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,SULLIVAN Sammy,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,KELTER Alev,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,DOYLE Lauren,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,TAPPER Naya,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,SEDRICK Alex,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,OLSEN Alena,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,ROVETTI Steph,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,LEVY Sarah,Female,United States,Rugby Sevens,Women
30-07-2024,Bronze Medal,KIRSHE Kristi,Female,United States,Rugby Sevens,Women
30-07-2024,Gold Medal,ARUNOVIC Zorana,Female,Serbia,Shooting,10m Air Pistol Mixed Team
30-07-2024,Gold Medal,MIKEC Damir,Male,Serbia,Shooting,10m Air Pistol Mixed Team
30-07-2024,Silver Medal,TARHAN Sevval Ilayda,Female,Türkiye,Shooting,10m Air Pistol Mixed Team
30-07-2024,Silver Medal,DIKEC Yusuf,Male,Türkiye,Shooting,10m Air Pistol Mixed Team
30-07-2024,Bronze Medal,BHAKER Manu,Female,India,Shooting,10m Air Pistol Mixed Team
30-07-2024,Bronze Medal,SINGH Sarabjot,Male,India,Shooting,10m Air Pistol Mixed Team
30-07-2024,Gold Medal,GUY James,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,McMILLAN Jack,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,BIRD Kieran,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,DEAN Tom,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,RICHARDS Matthew,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,SCOTT Duncan,Male,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,KIBLER Drew,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,CURRY Brooks,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,PIERONI Blake,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,GUILIANO Chris,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,FOSTER Carson,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,HOBSON Luke,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Silver Medal,SMITH Kieran,Male,United States,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,TAYLOR Kai,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,INCERTI Zac,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,SOUTHAM Flynn,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,NEILL Thomas,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,GIULIANI Maximillian,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Bronze Medal,WINNINGTON Elijah,Male,Australia,Swimming,Men's 4 x 200m Freestyle Relay
30-07-2024,Gold Medal,WANG Chuqin,Male,China,Table Tennis,Mixed Doubles
30-07-2024,Gold Medal,SUN Yingsha,Female,China,Table Tennis,Mixed Doubles
30-07-2024,Silver Medal,RI Jong Sik,Male,DPR Korea,Table Tennis,Mixed Doubles
30-07-2024,Silver Medal,KIM Kum Yong,Female,DPR Korea,Table Tennis,Mixed Doubles
30-07-2024,Bronze Medal,LIM Jonghoon,Male,Korea,Table Tennis,Mixed Doubles
30-07-2024,Bronze Medal,SHIN Yubin,Female,Korea,Table Tennis,Mixed Doubles
31-07-2024,Gold Medal,CHEN Yuxi,Female,China,Diving,Women's Synchronised 10m Platform
31-07-2024,Gold Medal,QUAN Hongchan,Female,China,Diving,Women's Synchronised 10m Platform
31-07-2024,Silver Medal,JO Jin Mi,Female,DPR Korea,Diving,Women's Synchronised 10m Platform
31-07-2024,Silver Medal,KIM Mi Rae,Female,DPR Korea,Diving,Women's Synchronised 10m Platform
31-07-2024,Bronze Medal,SPENDOLINI SIRIEIX Andrea,Female,Great Britain,Diving,Women's Synchronised 10m Platform
31-07-2024,Bronze Medal,TOULSON Lois,Female,Great Britain,Diving,Women's Synchronised 10m Platform
31-07-2024,Gold Medal,GU Bongil,Male,Korea,Fencing,Men's Sabre Team
31-07-2024,Gold Medal,OH Sanguk,Male,Korea,Fencing,Men's Sabre Team
31-07-2024,Gold Medal,PARK Sangwon,Male,Korea,Fencing,Men's Sabre Team
31-07-2024,Gold Medal,DO Gyeongdong,Male,Korea,Fencing,Men's Sabre Team
31-07-2024,Silver Medal,GEMESI Csanad,Male,Hungary,Fencing,Men's Sabre Team
31-07-2024,Silver Medal,SZILAGYI Aron,Male,Hungary,Fencing,Men's Sabre Team
31-07-2024,Silver Medal,SZATMARI Andras,Male,Hungary,Fencing,Men's Sabre Team
31-07-2024,Silver Medal,RABB Krisztian,Male,Hungary,Fencing,Men's Sabre Team
31-07-2024,Bronze Medal,APITHY Bolade,Male,France,Fencing,Men's Sabre Team
31-07-2024,Bronze Medal,PIANFETTI Maxime,Male,France,Fencing,Men's Sabre Team
31-07-2024,Bronze Medal,PATRICE Sebastien,Male,France,Fencing,Men's Sabre Team
31-07-2024,Bronze Medal,PATRICE Jean-Philippe,Male,France,Fencing,Men's Sabre Team
31-07-2024,Gold Medal,van LIEROP Lennart,Male,Netherlands,Rowing,Men's Quadruple Sculls
31-07-2024,Gold Medal,FLORIJN Finn,Male,Netherlands,Rowing,Men's Quadruple Sculls
31-07-2024,Gold Medal,WIETEN Tone,Male,Netherlands,Rowing,Men's Quadruple Sculls
31-07-2024,Gold Medal,METSEMAKERS Koen,Male,Netherlands,Rowing,Men's Quadruple Sculls
31-07-2024,Silver Medal,CHIUMENTO Luca,Male,Italy,Rowing,Men's Quadruple Sculls
31-07-2024,Silver Medal,RAMBALDI Luca,Male,Italy,Rowing,Men's Quadruple Sculls
31-07-2024,Silver Medal,PANIZZA Andrea,Male,Italy,Rowing,Men's Quadruple Sculls
31-07-2024,Silver Medal,GENTILI Giacomo,Male,Italy,Rowing,Men's Quadruple Sculls
31-07-2024,Bronze Medal,CZAJA Dominik,Male,Poland,Rowing,Men's Quadruple Sculls
31-07-2024,Bronze Medal,BISKUP Mateusz,Male,Poland,Rowing,Men's Quadruple Sculls
31-07-2024,Bronze Medal,ZIETARSKI Miroslaw,Male,Poland,Rowing,Men's Quadruple Sculls
31-07-2024,Bronze Medal,BARANSKI Fabian,Male,Poland,Rowing,Men's Quadruple Sculls
31-07-2024,Gold Medal,HENRY Lauren,Female,Great Britain,Rowing,Women's Quadruple Sculls
31-07-2024,Gold Medal,SCOTT Hannah,Female,Great Britain,Rowing,Women's Quadruple Sculls
31-07-2024,Gold Medal,ANDERSON Lola,Female,Great Britain,Rowing,Women's Quadruple Sculls
31-07-2024,Gold Medal,BRAYSHAW Georgina,Female,Great Britain,Rowing,Women's Quadruple Sculls
31-07-2024,Silver Medal,YOUSSIFOU Laila,Female,Netherlands,Rowing,Women's Quadruple Sculls
31-07-2024,Silver Medal,PAULIS Bente,Female,Netherlands,Rowing,Women's Quadruple Sculls
31-07-2024,Silver Medal,de JONG Roos,Female,Netherlands,Rowing,Women's Quadruple Sculls
31-07-2024,Silver Medal,DULLEMANS Tessa,Female,Netherlands,Rowing,Women's Quadruple Sculls
31-07-2024,Bronze Medal,VOELZ Maren,Female,Germany,Rowing,Women's Quadruple Sculls
31-07-2024,Bronze Medal,SCHENDEKEHL Tabea,Female,Germany,Rowing,Women's Quadruple Sculls
31-07-2024,Bronze Medal,MENZEL Leonie,Female,Germany,Rowing,Women's Quadruple Sculls
31-07-2024,Bronze Medal,GREITEN Pia,Female,Germany,Rowing,Women's Quadruple Sculls
01-08-2024,Gold Medal,SCRUGGS Lauren,Female,United States,Fencing,Women's Foil Team
01-08-2024,Gold Medal,KIEFER Lee,Female,United States,Fencing,Women's Foil Team
01-08-2024,Gold Medal,DUBROVICH Jacqueline,Female,United States,Fencing,Women's Foil Team
01-08-2024,Gold Medal,WEINTRAUB Maia Mei,Female,United States,Fencing,Women's Foil Team
01-08-2024,Silver Medal,ERRIGO Arianna,Female,Italy,Fencing,Women's Foil Team
01-08-2024,Silver Medal,FAVARETTO Martina,Female,Italy,Fencing,Women's Foil Team
01-08-2024,Silver Medal,VOLPI Alice,Female,Italy,Fencing,Women's Foil Team
01-08-2024,Silver Medal,PALUMBO Francesca,Female,Italy,Fencing,Women's Foil Team
01-08-2024,Bronze Medal,AZUMA Sera,Female,Japan,Fencing,Women's Foil Team
01-08-2024,Bronze Medal,UENO Yuka,Female,Japan,Fencing,Women's Foil Team
01-08-2024,Bronze Medal,MIYAWAKI Karin,Female,Japan,Fencing,Women's Foil Team
01-08-2024,Bronze Medal,KIKUCHI Komaki,Female,Japan,Fencing,Women's Foil Team
01-08-2024,Gold Medal,CORNEA Andrei Sebastian,Male,Romania,Rowing,Men's Double Sculls
01-08-2024,Gold Medal,ENACHE Marian Florian,Male,Romania,Rowing,Men's Double Sculls
01-08-2024,Silver Medal,TWELLAAR Melvin,Male,Netherlands,Rowing,Men's Double Sculls
01-08-2024,Silver Medal,BROENINK Stef,Male,Netherlands,Rowing,Men's Double Sculls
01-08-2024,Bronze Medal,LYNCH Daire,Male,Ireland,Rowing,Men's Double Sculls
01-08-2024,Bronze Medal,DOYLE Phili,Male,Ireland,Rowing,Men's Double Sculls
01-08-2024,Gold Medal,MEAD Nick,Male,United States,Rowing,Men's Four
01-08-2024,Gold Medal,BEST Justin,Male,United States,Rowing,Men's Four
01-08-2024,Gold Medal,GRADY Michael,Male,United States,Rowing,Men's Four
01-08-2024,Gold Medal,CORRIGAN Liam,Male,United States,Rowing,Men's Four
01-08-2024,Silver Medal,MACLEAN Ollie,Male,New Zealand,Rowing,Men's Four
01-08-2024,Silver Medal,ULLRICH Logan,Male,New Zealand,Rowing,Men's Four
01-08-2024,Silver Medal,MURRAY Tom,Male,New Zealand,Rowing,Men's Four
01-08-2024,Silver Medal,MACDONALD Matt,Male,New Zealand,Rowing,Men's Four
01-08-2024,Bronze Medal,WILKES Oliver,Male,Great Britain,Rowing,Men's Four
01-08-2024,Bronze Medal,AMBLER David,Male,Great Britain,Rowing,Men's Four
01-08-2024,Bronze Medal,ALDRIDGE Matt,Male,Great Britain,Rowing,Men's Four
01-08-2024,Bronze Medal,DAVIDSON Freddie,Male,Great Britain,Rowing,Men's Four
01-08-2024,Gold Medal,FRANCIS Brooke,Female,New Zealand,Rowing,Women's Double Sculls
01-08-2024,Gold Medal,SPOORS Lucy,Female,New Zealand,Rowing,Women's Double Sculls
01-08-2024,Silver Medal,BODNAR Ancuta,Female,Romania,Rowing,Women's Double Sculls
01-08-2024,Silver Medal,RADIS Simona,Female,Romania,Rowing,Women's Double Sculls
01-08-2024,Bronze Medal,HODGKINS BYRNE Mathilda,Female,Great Britain,Rowing,Women's Double Sculls
01-08-2024,Bronze Medal,WILDE Rebecca,Female,Great Britain,Rowing,Women's Double Sculls
01-08-2024,Gold Medal,OLDENBURG Marloes,Female,Netherlands,Rowing,Women's Four
01-08-2024,Gold Medal,DRENTH Hermijntje,Female,Netherlands,Rowing,Women's Four
01-08-2024,Gold Medal,OFFEREINS Tinka,Female,Netherlands,Rowing,Women's Four
01-08-2024,Gold Medal,BOONSTRA Benthe,Female,Netherlands,Rowing,Women's Four
01-08-2024,Silver Medal,GLOVER Helen,Female,Great Britain,Rowing,Women's Four
01-08-2024,Silver Medal,BOOTH Esme,Female,Great Britain,Rowing,Women's Four
01-08-2024,Silver Medal,REDGRAVE Sam,Female,Great Britain,Rowing,Women's Four
01-08-2024,Silver Medal,SHORTEN Rebecca,Female,Great Britain,Rowing,Women's Four
01-08-2024,Bronze Medal,GOWLER Jackie,Female,New Zealand,Rowing,Women's Four
01-08-2024,Bronze Medal,SPOORS Phoebe,Female,New Zealand,Rowing,Women's Four
01-08-2024,Bronze Medal,WADDY Davina,Female,New Zealand,Rowing,Women's Four
01-08-2024,Bronze Medal,WILLIAMS Kerri,Female,New Zealand,Rowing,Women's Four
01-08-2024,Gold Medal,PALLISTER Lani,Female,Australia,Swimming,Women's 4 x 200m Freestyle Relay
01-08-2024,Gold Medal,PERKINS Jamie,Female,Australia,Swimming,Women's 4 x 200m Freestyle Relay
01-08-2024,Gold Medal,THROSSELL Brianna,Female,Australia,Swimming,Women's 4 x 200m Freestyle Relay
01-08-2024,Gold Medal,JACK Shayna,Female,Australia,Swimming,Women's 4 x 200m Freestyle Relay
01-08-2024,Gold Medal,O'CALLAGHAN Mollie,Female,Australia,Swimming,Women's 4 x 200m Freestyle Relay
